
Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:06 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.000u      0.017s      0.001w      8 calls
DFH: compute_JK()                   :      0.000u      0.017s      0.001w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      8 calls
DFH: compute_K                      :      0.000u      0.017s      0.000w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.433u      1.083s      0.106w      8 calls
HF: Form C                          :      0.000u      0.000s      0.001w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.017u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.001w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.067u      0.000s      0.009w      1 calls
| V: Grid                           :      0.033u      0.000s      0.003w      1 calls
| | build grid                      :      0.017u      0.000s      0.001w      1 calls
| | post-process grid               :      0.017u      0.000s      0.001w      1 calls
| SAP: Form V                       :      0.033u      0.000s      0.006w      1 calls
| | Properties                      :      0.000u      0.000s      0.003w    232 calls
| | Functional                      :      0.000u      0.000s      0.000w    232 calls
| | V_xc                            :      0.033u      0.000s      0.002w    232 calls
HF: Form G                          :      0.550u      1.600s      0.172w      8 calls
| UV: Form V                        :      0.550u      1.550s      0.170w      8 calls
| | Properties                      :      0.100u      0.483s      0.048w   1856 calls
| | Functional                      :      0.233u      0.400s      0.057w   1856 calls
| | V_xc                            :      0.217u      0.467s      0.056w   1856 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.000u      0.017s      0.001w      8 calls
| | DFH: compute_JK()               :      0.000u      0.017s      0.001w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_K                :      0.000u      0.017s      0.000w      8 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.433u      1.083s      0.106w      8 calls
HF: Form C                          :      0.000u      0.000s      0.001w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:16 2025
Timers Off: Sat Jan 25 21:32:17 2025

Wall Time:        0.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:17 2025
Timers Off: Sat Jan 25 21:32:17 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------
